shoeName, brand, styleID, retailPrice, lowestResellPrice_StockX, lowestResellPrice_Goat, lowestResellPrice_flightClub, id, silhoutte, Colorway, releaseDate, description
Hoka One One Anacapa Low Gore-Tex Black, Hoka One One, 1122017-BBLC, 155, 97, 105, undefined, 637501711cb69837c653014c, Hoka One One Anacapa Low Gore-Tex, Black/Black, 2021-07-01, Hoka One One Anacapa Low Gore Tex Black is a low-top model meaning that for most wearers it hits right at the bottom of the ankle.This all-black model features extra cushioning and grip on the sole making it a convenient option for wearers that are particularly active. Whether you’re embarking on a long walk or exercising the Hoka One Anacapa Gore Tex Black will help support your feet. Even on more rugged terrain the tread will help prevent you from slipping. Released in May of 2022 the Hoka One One Anacapa Low Gore Tex Black had an initial starting price of $140.
Hoka One One Anacapa Low Gore-Tex Tiger's Eye Tan, Hoka One One, 1122017-TEBC, 155, 110, undefined, undefined, 637501711cb69837c653014d, Hoka One One Anacapa Low Gore-Tex, Tiger's Eye/Black, 2022-02-01, The Hoka One One Anacapa Low Gore Tex Tigers Eye Tan is designed for hiking.This shoe model is waterproof and has a grippy sole to help prevent wearers from slipping. It is also lightweight in order to make it easier to walk long distances. It is made from a few different types of materials including leather polyester rubber and mesh. The midsoles are compression-molded EVA in order to provide additional cushioning. The Hoka One One Anacapa Low Gore Tex Tigers Eye Tan was initially released in February of 2022. This shoe model had a beginning retail price of $170.
Hoka One One Clifton 8 Eggnog Shifting Sand (W), Hoka One One, 1119394-ESSN, 140, 160, 136, undefined, 637501711cb69837c653014e, Hoka One One Clifton 8, Eggnog/Shifting Sand, 2022-08-13, 
Hoka One One Kaha Gore-Tex Dune Oxford Tan, Hoka One One, 1112030-DOTN, 220, 148, 159, undefined, 637501711cb69837c653014f, Hoka One One Kaha Gore-Tex, Dune/Oxford Tan, 2020-09-04, 
Hoka One One Kaha Low Gore-Tex Black Charcoal Grey, Hoka One One, 1118586-BCCG, 200, 155, 115, undefined, 637501711cb69837c6530150, Hoka One One Kaha Low Gore-Tex, Black/Charcoal Grey, 2021-04-05, 
Hoka One One Tor Ultra Lo Simply Taupe (All Gender), Hoka One One, 1130310-STPST, 220, 252, 260, undefined, 637501711cb69837c6530151, Hoka One One Tor Ultra Lo, Simply Taupe/Pumice Stone, 2022-09-08, 
Hoka One One Kaha Gore-Tex Black Phantom, Hoka One One, 1112030-BPHN, 220, 150, 159, undefined, 637501711cb69837c6530152, Hoka One One Kaha Gore-Tex, Black/Phantom, 2020-09-08, 
Hoka One One Clifton 8 Black, Hoka One One, 1119393-BBLC, 130, 100, 105, undefined, 637501711cb69837c6530153, Hoka One One Clifton 8, Black/Black, 2022-08-03, 
Hoka One One Kaha 2 Low Gore-Tex Black, Hoka One One, 1123190-BBLC, 220, 125, undefined, undefined, 637501711cb69837c6530154, Hoka One One Kaha 2 Low Gore-Tex, Black/Black, , 
Hoka One One Clifton 8 White, Hoka One One, 1119393-WWH, 130, 100, 110, undefined, 637501711cb69837c6530155, Hoka One One Clifton 8, White/White, 2022-03-07, 
Hoka One One Kaha 2 Low Gore-Tex Sharkskin Blue Coral, Hoka One One, 1123190-SBCRL, 220, 110, undefined, undefined, 637501711cb69837c6530156, Hoka One One Kaha 2 Low Gore-Tex, Sharkskin/Blue Coral, , 
Hoka One One Kaha 2 High Gore-Tex Black, Hoka One One, 1123155-BBLC, 240, 130, undefined, undefined, 637501711cb69837c6530157, Hoka One One Kaha 2 High Gore-Tex, Black/Black, , 
Hoka One One Clifton 8 Black White, Hoka One One, 1119393-BWHT, 130, 93, 110, undefined, 637501711cb69837c6530158, Hoka One One Clifton 8, Black/White, 2022-07-04, 
Hoka One One Tor Ultra Lo Black (All Gender), Hoka One One, 1130310-BBLC, 220, 250, 339, undefined, 637501711cb69837c6530159, Hoka One One Tor Ultra Lo, Black/Black, 2022-09-08, 
Hoka One One Clifton 8 White (W), Hoka One One, 1119394-WWH, 140, 116, 142, undefined, 637501711cb69837c653015a, Hoka One One Clifton 8, White/White, 2022-03-07, 
Hoka One One Clifton L Suede Shifting Sand, Hoka One One, 1124630, 170, 227, 217, undefined, 637501711cb69837c653015b, Hoka One One Clifton L Suede, Multi/Shifting Sand, 2021-07-01, 
Hoka One One Rincon 3 White Blue Glass, Hoka One One, 1119395-WBGL, 120, 207, undefined, undefined, 637501711cb69837c653015c, Hoka One One Rincon 3, White/Blue Glass, , 
Hoka One One Clifton 8 Lunar Rock, Hoka One One, 1119393-LRNC, 140, 95, undefined, undefined, 637501711cb69837c653015d, Hoka One One Clifton 8, Lunar Rock/Nimbus Cloud, , 
Hoka One One Clifton L Oxford Tan (All Gender), Hoka One One, 1114770-OTDN, 150, 125, undefined, undefined, 637501711cb69837c653015e, Hoka One One Clifton L, Oxford Tan/Dune, 2022-03-01, 
Hoka One One Tor Ultra Hi Burnt Olive Ivy Green (All Gender), Hoka One One, 1129958-BOIG, 240, 290, 300, undefined, 637501711cb69837c653015f, Hoka One One Tor Ultra Hi, Burnt Olive/Ivy Green, 2022-10-06, 
Hoka One One Bondi 8 Black White, Hoka One One, 1123202-BWHT, 165, 227, undefined, undefined, 637501711cb69837c6530160, Hoka One One Bondi 8, Black/White, , 
Hoka One One Clifton L Gore-Tex Black (All Gender), Hoka One One, 1129972-BBLC, 160, 140, undefined, undefined, 637501711cb69837c6530161, Hoka One One Clifton L Gore-Tex, Black/Black, , 
Hoka One One Bondi 7 Black, Hoka One One, 1110518-BBLC, 150, 147, 98, undefined, 637501711cb69837c6530162, Hoka One One Bondi 7, Black/Black, 2020-09-01, The Hoka One One Bondi 7 Black has thick midsole cushioning that provides your feet with ample support whether you’re heading out on a run or playing another sport. With the sole’s tread it’s perfect for both dry and wet weather as well as running in different kinds of environments such as on pavement or grass. The sole itself is white with a black upper body that is made out of breathable mesh material. On the side of the Hoka One One Bondi 7 Black you will see the company name in white.Released in August of 2020 the Hoka One One Bondi 7 Black had an initial retail price of $150.
Hoka One One Kaha Low Gore-Tex Bodega, Hoka One One, 1129077, 225, 280, 269, undefined, 637501711cb69837c6530163, Hoka One One Kaha Low Gore-Tex, Martini Olive/Almond, 2022-03-25, 
Hoka One One Tennine Hike Gore-Tex Black, Hoka One One, 1113510-BDGGR, 250, 326, 244, undefined, 637501711cb69837c6530164, Hoka One One Tennine Hike Gore-Tex, Black/Dark Gull Grey, 2021-03-20, 
Hoka One One Tor Ultra Hi Gore-Tex Black (All Gender), Hoka One One, 1129958-BBLC, 240, 300, 368, undefined, 637501711cb69837c6530165, Hoka One One Tor Ultra Hi, Black/Black, , 
Hoka One One Clifton 8 Summer Song Country Air Blue (W), Hoka One One, 1119394-SSCA, 140, 180, 131, undefined, 637501711cb69837c6530166, Hoka One One Clifton 8, Summer Song/Country Air, , 
Hoka One One Anacapa Gore-Tex Low Tigers Eye (W), Hoka One One, 1119373, 200, 75, 140, undefined, 637501711cb69837c6530167, Hoka One One Anacapa Gore-Tex Low, Tigers Eye/Black, , 
Hoka One One Bondi 7 Blue Fog (W), Hoka One One, 1110519-BFBG, 160, 201, undefined, undefined, 637501711cb69837c6530168, Hoka One One Bondi 7, Blue Fog/Blue Glass, , 
Hoka One One Anacapa Low Gore-Tex Outer Space Real Teal, Hoka One One, 1122017-OSRT, 155, 125, undefined, undefined, 637501711cb69837c6530169, Hoka One One Anacapa Low Gore-Tex, Outer Space/Real Teal, , 
Hoka One One Carbon X 3 Blue Coral Black, Hoka One One, 1123192-BCBLC, 200, 239, undefined, undefined, 637501711cb69837c653016a, Hoka One One Carbon X 3, Blue Coral/Black, 2022-03-01, 
Hoka One One Mafate Origins White Lunar Rock (All Gender), Hoka One One, 1129971-WLRC, 200, 255, 200, undefined, 637501711cb69837c653016b, Hoka One One Mafate Origins, White/Lunar Rock, , 
Hoka One One Mafate Origins Black (All Gender), Hoka One One, 1129971-BBLC, 200, 320, 220, undefined, 637501711cb69837c653016c, Hoka One One Mafate Origins, Black/Black, , 
Hoka One One Tor Ultra Hi Gore-Tex Simply Taupe (All Gender), Hoka One One, 1129958-STPST, 240, 300, 330, undefined, 637501711cb69837c653016d, Hoka One One Tor Ultra Hi, Simply Taupe/Pumice Stone, , 
Hoka One One Rincon 3 Black White, Hoka One One, 1119395-BWHT, 120, 117, undefined, undefined, 637501711cb69837c653016e, Hoka One One Rincon 3, Black/White, , 
Hoka One One Bondi 5 Opening Ceremony Tan White, Hoka One One, 1111597-NCWT, 190, undefined, undefined, undefined, 637501711cb69837c653016f, Hoka One One Bondi 5, Nimbus Cloud/White, 2019-11-01, 
Hoka One One Bondi L Suede Celery Lima Bean (All Gender), Hoka One One, 1122572-CLMB, 170, 206, undefined, undefined, 637501711cb69837c6530170, Hoka One One Bondi L Suede, Celery/Lima Bean, 2021-05-01, 
Hoka One One Clifton 8 Radiant Yellow Maize, Hoka One One, 1119393-RYMZ, 140, 246, undefined, undefined, 637501711cb69837c6530171, Hoka One One Clifton 8, Radiant Yellow/Maize, , 
Hoka One One Clifton 8 Evening Primrose, Hoka One One, 1119393-EPCH, 130, 135, undefined, undefined, 637501711cb69837c6530172, Hoka One One Clifton 8, Evening Primrose/Charlock, , 
Hoka One One Bondi 8 Goblin Blue Mountain Spring, Hoka One One, 1123202-GBMS, 165, 98, undefined, undefined, 637501711cb69837c6530173, Hoka One One Bondi 8, Goblin Blue/Mountain Spring, , 
Hoka One One Kaha 2 Low Gore-Tex Thyme Radiant Yellow, Hoka One One, 1123190-TRYL, 220, 354, undefined, undefined, 637501711cb69837c6530174, Hoka One One Kaha 2 Low Gore-Tex, Thyme/Radiant Yellow, , 
Hoka One One Mafate Speed 2 Origins Eggnog, Hoka One One, 1126851-EOT, 170, 120, undefined, undefined, 637501711cb69837c6530175, Hoka One One Mafate Speed 2, Eggnog/Oxford Tan, 2022-01-15, 
Hoka One One Bondi 7 Black White, Hoka One One, 1110518-BWHT, 150, 158, 98, undefined, 637501711cb69837c6530176, Hoka One One Bondi 7, Black/White, 2020-09-01, 
Hoka One One Bondi 7 Black (W), Hoka One One, 1110519-BBLC, 160, 222, 125, undefined, 637501711cb69837c6530177, Hoka One One Bondi 7, Black/Black, 2022-05-10, 
Hoka One One Bondi 7 White, Hoka One One, 1110518-WWH, 150, 145, undefined, undefined, 637501711cb69837c6530178, Hoka One One Bondi 7, White/White, 2020-09-01, 
Hoka One One Movement Clifton 8 Free People Seaweed (W), Hoka One One, 1134730-SGRT, 145, 202, 195, undefined, 637501711cb69837c6530179, Hoka One One Movement Clifton 8, Seaweed/Green Tea, 2022-08-09, 
Hoka One One Bondi 7 Black White (W), Hoka One One, 1110519-BWHT, 160, 150, 129, undefined, 637501711cb69837c653017a, Hoka One One Bondi 7, Black/White, 2021-10-08, 
Hoka One One Movement Clifton 8 Free People Golden Coast Floral (W), Hoka One One, 1134730-GCFL, 145, 196, 195, undefined, 637501711cb69837c653017b, Hoka One One Movement Clifton 8, Golden Coast Floral, 2022-08-08, 
Hoka One One Bondi L Suede Shifting Sand, Hoka One One, 1124631, 190, 147, 137, undefined, 637501711cb69837c653017c, Hoka One One Bondi L Suede, Shifting Sand/Multi, 2021-07-13, 
Hoka One One Kaha Low Gore-Tex Taupe Bungee Cord, Hoka One One, 1123114-STBCR, 200, 425, 230, undefined, 637501711cb69837c653017d, Hoka One One Kaha Low Gore-Tex, Simply Taupe/Bungee Cord, , 
Hoka One One Clifton 8 Black White (W), Hoka One One, 1119394-BWHT, 140, 94, 120, undefined, 637501711cb69837c653017e, Hoka One One Clifton 8, Black/White, , 
Hoka One One Kaha Low Gore-Tex Lunar Rock, Hoka One One, 1123114-LRWH, 200, 357, 200, undefined, 637501711cb69837c653017f, Hoka One One Kaha Low Gore-Tex, Lunar Rock/White, , 
Hoka One One Ora Recovery Slide Bodega, Hoka One One, 1129090, 60, 89, 87, undefined, 637501711cb69837c6530180, Hoka One One Ora Recovery Slide, Martini Olive/Jet Black, 2022-03-25, 
Hoka One One Bondi 7 Dark Shadow, Hoka One One, 1110518-WDDS, 150, 135, 160, undefined, 637501711cb69837c6530181, Hoka One One Bondi 7, Wild Dove/Dark Shadow Grey, 2020-09-01, 
Hoka One One Tor Ultra Hi 2 Waterproof Boot Simply Taupe, Hoka One One, 1107293-SITA, 230, 273, 563, undefined, 637501711cb69837c6530182, Hoka One One Tor Ultra Hi 2 Waterproof Boot, Simply Taupe/Simply Taupe, , 
Hoka One One Kaha Low Gore-Tex Celadon Tint Basil, Hoka One One, 1123114-CTBS, 200, 185, 150, undefined, 637501711cb69837c6530183, Hoka One One Kaha Low Gore-Tex, Celadon Tint/Basil, 2022-08-03, 
Hoka One One Bondi L Engineered Garments Sand Leopard, Hoka One One, 1127736, 200, 252, 170, undefined, 637501711cb69837c6530184, Hoka One One Bondi L, Sand Leopard Print, 2021-08-19, 
Hoka One One Kaha Low Gore-Tex Otter Persimmon, Hoka One One, 1118586-OPOR, 200, 263, undefined, undefined, 637501711cb69837c6530185, Hoka One One Kaha Low Gore-Tex, Otter Persimmon / Orange, , 
Hoka One One Speedgoat 5 Duffel Bag Thyme, Hoka One One, 1123157-DDBTH, 155, 213, undefined, undefined, 637501711cb69837c6530186, Hoka One One Speedgoat 5, Duffel Bag/Thyme, , 
Hoka One One Bondi X Black White, Hoka One One, 1113512-BWHT, 200, 128, undefined, undefined, 637501711cb69837c6530187, Hoka One One Bondi X, Black/White, , 
Hoka One One Bondi L Embroidery Arctic Ice (All Gender), Hoka One One, 1126855-AIAT, 190, 90, 198, undefined, 637501711cb69837c6530188, Hoka One One Bondi L, Arctic Ice/Atlantis, , 
Hoka One One Speedgoat 4 Gore-Tex Black Yellow, Hoka One One, 1106530-ADGG, 160, 181, 160, undefined, 637501711cb69837c6530189, Hoka One One Speedgoat 4 Gore-Tex, Anthracite/Dark Gull Grey, 2020-02-01, 
Hoka One One Tor Ultra Hi 2 Waterproof Boot Burnt Olive, Hoka One One, 1107293-BTOL, 230, 338, 439, undefined, 637501711cb69837c653018a, Hoka One One Tor Ultra Hi 2 Waterproof Boot, Burnt Olive/Burnt Olive, , 
Hoka One One Clifton L Embroidery Blue Glass (All Gender), Hoka One One, 1126854-BGRYL, 170, 135, 160, undefined, 637501711cb69837c653018b, Hoka One One Clifton L, Blue Glass/Radiant Yellow, , 
Hoka One One Bondi SR Black, Hoka One One, 1110520-BBLC, 170, 225, 166, undefined, 637501711cb69837c653018c, Hoka One One Bondi SR, Black/Black, 2021-08-03, 
Hoka One One Bondi X White Evening Primrose, Hoka One One, 1113512-WEPR, 160, 308, undefined, undefined, 637501711cb69837c653018d, Hoka One One Bondi X, White/Evening Primrose, , 
Hoka One One Hopara Oxford Tan (All Gender), Hoka One One, 1123112-OTOT, 130, 275, 181, undefined, 637501711cb69837c653018e, Hoka One One Hopara, Oxford Tan/Oxford Tan, 2022-03-01, 
Hoka One One Clifton Edge Green Glow (All Gender), Hoka One One, 1126570-BFGG, 160, 142, 125, undefined, 637501711cb69837c653018f, Hoka One One Clifton Edge, Blue Flower/Green Glow, 2022-03-01, 
Hoka One One Bondi X Blanc de Blanc Butterfly, Hoka One One, 1113512-BDBBF, 200, 150, undefined, undefined, 637501711cb69837c6530190, Hoka One One Bondi X, Blanc De Blanc/Butterfly, , 
Hoka One One Tor Ultra Low Wp Jp Simply Taupe, Hoka One One, 1105689-SITA, 200, 567, undefined, undefined, 637501711cb69837c6530191, Hoka One One Tor Ultra Low Wp Jp, Simply Taupe, 2019-12-01, 
Hoka One One Bondi 7 Nimbus Cloud, Hoka One One, 1110518-NCRY, 160, 96, undefined, undefined, 637501711cb69837c6530192, Hoka One One Bondi 7, Nimbus Cloud/Radiant Yellow, , 
Hoka One One Tor Ultra Hi 2 Waterproof Boot Black, Hoka One One, 1107293-BLK, 230, 425, 610, undefined, 637501711cb69837c6530193, Hoka One One Tor Ultra Hi 2 Waterproof Boot, Black, , 
Hoka One One Tor Ultra Low Wp Jp Black, Hoka One One, 1105689-BLK, 200, 389, undefined, undefined, 637501711cb69837c6530194, Hoka One One Tor Ultra Low Wp Jp, Black, 2019-12-01, 
Hoka One One Clifton 8 Eggnog Shifting Sand, Hoka One One, 1119393-ESSN, 140, 119, 139, undefined, 637501711cb69837c6530195, Hoka One One Clifton 8, Eggnog/Shifting Sand, , 
Hoka One One Clifton 8 Aquarelle (W), Hoka One One, 1119394-AEBL, 140, 110, 235, undefined, 637501711cb69837c6530196, Hoka One One Clifton 8, Aquarelle/Eggshell Blue, , 
Hoka One One Clifton 8 Blanc de Blanc (W), Hoka One One, 1119394-BDBBW, 140, undefined, 240, undefined, 637501711cb69837c6530197, Hoka One One Clifton 8, Blanc De Blanc/Bright White, , 
Hoka One One Bondi L Embroidery Outer Space (All Gender), Hoka One One, 1126855-OSAT, 190, 120, undefined, undefined, 637501711cb69837c6530198, Hoka One One Bondi L, Outer Space/Atlantis, , 
Hoka One One Bondi L Suede Simply Taupe (All Gender), Hoka One One, 1122572-STPST, 170, 300, 200, undefined, 637501711cb69837c6530199, Hoka One One Bondi L Suede, Simply Taupe/Pumice Stone, 2021-05-01, 
Hoka One One Tennine Hike Gore-Tex Castlerock Persimmon Orange, Hoka One One, 1113510-CPOR, 250, 416, undefined, undefined, 637501711cb69837c653019a, Hoka One One Tennine Hike Gore-Tex, Castlerock/Persimmon Orange, , 
Hoka One One Bondi 7 Blue Fog, Hoka One One, 1110518-BFCS, 160, 207, undefined, undefined, 637501711cb69837c653019b, Hoka One One Bondi 7, Blue Fog/Castlerock, , 
Hoka One One Bondi L Engineered Garments Taupe Cow Hair, Hoka One One, 1127734-STCH, 200, 226, 219, undefined, 637501711cb69837c653019c, Hoka One One Bondi L, Simply Taupe Cow Hair, 2021-08-19, 
Hoka One One Kaha 2 High Gore-Tex Blue Coral, Hoka One One, 1123155-BCBGR, 240, 335, undefined, undefined, 637501711cb69837c653019d, Hoka One One Kaha 2 High Gore-Tex, Blue Coral/Blue Graphite, , 
Hoka One One Speedgoat Mid Gore-Tex 2 Black Grey Red, Hoka One One, 1106532-ADGG, 170, 218, undefined, undefined, 637501711cb69837c653019e, Hoka One One Speedgoat Mid Gore-Tex 2, Anthracite/Dark Gull Grey, 2020-02-01, 
Hoka One One Rocket X White Evening Primrose (All Gender), Hoka One One, 1113532-WEPR, 180, 119, undefined, undefined, 637501711cb69837c653019f, Hoka One One Rocket X, White/Evening Primrose, , 
Hoka One One Ora Recovery Slide Free People Movement Luna Marbled, Hoka One One, 1134731-LMLD, 50, 110, undefined, undefined, 637501711cb69837c65301a0, Hoka One One Ora Recovery Slide, Luna Marbled, , 
Hoka One One Bondi 7 Harbor Mist (W), Hoka One One, 1110519-HMSH, 160, 139, 140, undefined, 637501711cb69837c65301a1, Hoka One One Bondi 7, Harbor Mist/Sharkskin, , 
Hoka One One Bondi SR White, Hoka One One, 1110520-WWH, 170, 218, 160, undefined, 637501711cb69837c65301a2, Hoka One One Bondi SR, White/White, 2021-08-03, 
Hoka One One Speedgoat 4 Castlerock Golden Yellow, Hoka One One, 1106525-CGYW, 145, 150, 145, undefined, 637501711cb69837c65301a3, Hoka One One Speedgoat 4, Castlerock/Golden Yellow, 2019-11-15, 
Hoka One One Clifton L Suede Short Bread (All Gender), Hoka One One, 1122571-SBRY, 170, 219, undefined, undefined, 637501711cb69837c65301a4, Hoka One One Clifton L Suede, Short Bread/Radiant Yellow, 2022-04-16, 
Hoka One One Stinson ATR 6 Nimbus Cloud (All Gender), Hoka One One, 1122630-NCWT, 160, undefined, 331, undefined, 637501711cb69837c65301a5, Hoka One One Stinson ATR 6, Nimbus Cloud/White, 2020-06-15, 
Hoka One One Kawana Blanc de Blanc Butterfly, Hoka One One, 1123163-BDBB, 160, 153, 126, undefined, 637501711cb69837c65301a6, Hoka One One Kawana, Blanc De Blanc/Butterfly, , 
Hoka One One Clifton 8 Dazzling Blue, Hoka One One, 1119393-DBOS, 130, 224, undefined, undefined, 637501711cb69837c65301a7, Hoka One One Clifton 8, Dazzling Blue/Outer Space, , 
Hoka One One Ora Clifton L Suede Eggnog (All Gender), Hoka One One, 1122571-EEGG, 150, 140, undefined, undefined, 637501711cb69837c65301a8, Hoka One One Ora Clifton L Suede, Eggnog/Eggnog, , 
Hoka One One Bondi 7 Lunar Rock (W), Hoka One One, 1110519-LRBI, 160, 222, 287, undefined, 637501711cb69837c65301a9, Hoka One One Bondi 7, Lunar Rock/Black Iris, , 
Hoka One One Bondi L Suede Grey Mist (All Gender), Hoka One One, 1122571-GMMB, 170, 226, 160, undefined, 637501711cb69837c65301aa, Hoka One One Bondi L Suede, Grey Mist/Misty Blue, 2021-05-01, 
Hoka One One Bondi 7 Black Atlantis, Hoka One One, 1110518-BATL, 150, 245, undefined, undefined, 637501711cb69837c65301ab, Hoka One One Bondi 7, Black/Atlantis Blue, 2020-09-01, 
Hoka One One Bondi 7 Real Teal, Hoka One One, 1110518-RTOS, 150, 100, undefined, undefined, 637501711cb69837c65301ac, Hoka One One Bondi 7, Real Teal/Outer Space, 2020-09-01, 
Hoka One One Mafate Origins Goblin Blue Diva Blue (All Gender), Hoka One One, 1129971-GBDB, 200, 227, undefined, undefined, 637501711cb69837c65301ad, Hoka One One Mafate Origins, Goblin Blue/Diva Blue, , 
Hoka One One Tor Ultra Hi Eggnog Gum, Hoka One One, 1129958-EGGM, 240, 269, 318, undefined, 637501711cb69837c65301ae, Hoka One One Tor Ultra Hi, Eggnog/Gum, 2022-10-06, 
Hoka One One Bondi L Engineered Garments Brown Croc, Hoka One One, 1127737, 200, 76, undefined, undefined, 637501711cb69837c65301af, Hoka One One Bondi L, Brown Croc Print, 2021-08-19, 
Hoka One One Clifton Edge Lunar Rock Cyan Red, Hoka One One, 1110510-LRWH, 160, 225, undefined, undefined, 637501711cb69837c65301b0, Hoka One One Clifton Edge, Lunar Rock/White, 2020-07-01, 
Hoka One One Carbon X 3 Radiant Yellow, Hoka One One, 1123192-RYCM, 200, 226, 155, undefined, 637501711cb69837c65301b1, Hoka One One Carbon X 3, Radiant Yellow/Camellia, 2022-03-01, 
Hoka One One Clifton 8 Blue Fog Orange, Hoka One One, 1119393-BFPA, 140, 224, 201, undefined, 637501711cb69837c65301b2, Hoka One One Clifton 8, Blug Fog/Plein Air, , 
Hoka One One Bondi 8 Triple White (W), Hoka One One, 1127952-WWH, 165, 172, 246, undefined, 637501711cb69837c65301b3, Hoka One One Bondi 8, White/White, , 
Hoka One One Bondi L Engineered Garments Black Cow Hair, Hoka One One, 1127734-BCWH, 200, 271, 234, undefined, 637501711cb69837c65301b4, Hoka One One Bondi L, Black Cow Hair, 2021-08-19, 
Hoka One One Bondi 7 Blue Graphite, Hoka One One, 1110518-BGBT, 160, 211, undefined, undefined, 637501711cb69837c65301b5, Hoka One One Bondi 7, Blue Graphite/Butterfly, , 
Hoka One One Clifton 8 Real Teal, Hoka One One, 1119393-RTAR, 130, 196, 189, undefined, 637501711cb69837c65301b6, Hoka One One Clifton 8, Real Teal/Aquarelle, , 
Hoka One One Rocket X Eggshell Blue (All Gender), Hoka One One, 1113532-EBBC, 108, 195, undefined, undefined, 637501711cb69837c65301b7, Hoka One One Rocket X, Eggshell Blue/Black, , 
Hoka One One Mach 4 Blue Coral Black, Hoka One One, 1113528-BCBLC, 130, 168, 160, undefined, 637501711cb69837c65301b8, Hoka One One Mach 4, Blue Coral/Black, , 
Hoka One One Bondi 7 Persimmon Orange, Hoka One One, 1110518-POFS, 150, 211, 140, undefined, 637501711cb69837c65301b9, Hoka One One Bondi 7, Persimmon Orange/Fiesta, 2020-09-01, 
Hoka One One Bondi L Oxford Tan (All Gender), Hoka One One, 1110538-OTOT, 170, 140, undefined, undefined, 637501711cb69837c65301ba, Hoka One One Bondi L, Oxford Tan/Oxford Tan, 2022-03-01, 
Hoka One One Mach 4 Dazzling Blue, Hoka One One, 1113528-DBGA, 130, 184, undefined, undefined, 637501711cb69837c65301bb, Hoka One One Mach 4, Dazzling Blue/Green Ash, , 
Hoka One One Rincon 3 Blue Graphite, Hoka One One, 1119395-BGBT, 120, 207, undefined, undefined, 637501711cb69837c65301bc, Hoka One One Rincon 3, Blue Graphite/Butterfly, , 
Hoka One One Mach 5 White Copper, Hoka One One, 1127893-WCPP, 140, 224, 416, undefined, 637501711cb69837c65301bd, Hoka One One Mach 5, White/Copper, , 
Hoka One One Bondi 8 Sharkskin Harbor Mist, Hoka One One, 1123202-SHMS, 165, 149, undefined, undefined, 637501711cb69837c65301be, Hoka One One Bondi 8, Sharkskin/Harbor Mist, , 
Hoka One One Bondi L Suede Chalk Violet Lilac Ash (All Gender), Hoka One One, 1122571-CVLA, 170, 236, undefined, undefined, 637501711cb69837c65301bf, Hoka One One Bondi L Suede, Chalk Violet/Lilac Ash, 2021-05-01, 
Hoka One One Bondi 7 Aquarelle (W), Hoka One One, 1110519-AEBL, 160, 211, undefined, undefined, 637501711cb69837c65301c0, Hoka One One Bondi 7, Aquarelle/Eggshell Blue, , 
Hoka One One Mafate Speed 4 Puffin's Bill Orange, Hoka One One, 1129930-PBSSN, 185, 80, 140, undefined, 637501711cb69837c65301c1, Hoka One One Mafate Speed 4, Puffin's Bill /Summer Song, , 
Hoka One One Clifton Edge Anthracite Evening Primrose, Hoka One One, 1110510-AEPR, 160, 165, 170, undefined, 637501711cb69837c65301c2, Hoka One One Clifton Edge, Anthracite/Evening Primrose, 2020-07-01, 
Hoka One One Clifton Edge Black Aquarelle, Hoka One One, 1110510-BAQR, 160, undefined, undefined, undefined, 637501711cb69837c65301c3, Hoka One One Clifton Edge, Black/Aquarelle, 2020-07-01, 
Hoka One One Mafate Speed 4 Thyme Green Fiesta, Hoka One One, 1129930-TFST, 185, 130, 156, undefined, 637501711cb69837c65301c4, Hoka One One Mafate Speed 4, Thyme/Fiesta, , 
Hoka One One Ora Clifton L Suede Cappuccino Cork (All Gender), Hoka One One, 1122571-CCCR, 150, 209, undefined, undefined, 637501711cb69837c65301c5, Hoka One One Ora Clifton L Suede, Cappuccino/Cork, , 
Hoka One One Bondi 8 Bellwether Blue, Hoka One One, 1123202-BBBG, 165, 381, undefined, undefined, 637501711cb69837c65301c6, Hoka One One Bondi 8, Bellwether Blue/Bluing, , 
Hoka One One Mach 5 White Scuba Blue Pink, Hoka One One, 1127893-WSBB, 140, 185, 270, undefined, 637501711cb69837c65301c7, Hoka One One Mach 5, White/Scuba Blue, , 
Hoka One One Clifton 8 Fiesta, Hoka One One, 1119393-FBOR, 130, 224, undefined, undefined, 637501711cb69837c65301c8, Hoka One One Clifton 8, Fiesta/Blazing Orange, , 
Hoka One One Clifton 8 Blue Fog (W), Hoka One One, 1119394-BFPA, 140, 147, 140, undefined, 637501711cb69837c65301c9, Hoka One One Clifton 8, Blue Fog/Plein Air, , 
Hoka One One Speedgoat 4 Atlantis Dazzling Blue, Hoka One One, 1106525-ADGB, 145, 197, undefined, undefined, 637501711cb69837c65301ca, Hoka One One Speedgoat 4, Atlantis/Dazzling Blue, 2019-11-15, 
Hoka One One Speedgoat 5 Blue Coral Evening Primrose, Hoka One One, 1123157-BCEP, 155, 168, undefined, undefined, 637501711cb69837c65301cb, Hoka One One Speedgoat 5, Blue Coral/Evening Primrose, , 
